Date Time,Event,Actual
2/28/14,Pending Home Sales NSA YoY,-9.10%
3/3/14,Personal Income,0.30%
3/3/14,Personal Spending,0.40%
3/3/14,PCE Deflator MoM,0.10%
3/3/14,PCE Deflator YoY,1.20%
3/3/14,PCE Core Deflator MoM,0.10%
3/3/14,PCE Core Deflator YoY,1.10%
3/3/14,ISM Manufacturing,53.2
3/3/14,ISM Prices Paid,60
3/3/14,Construction Spending MoM,0.10%
3/3/14,Wards Total Vehicle Sales,15.27
3/5/14,MBA Mortgage Applications,9.40%
3/5/14,ADP Employment Change,139
3/5/14,ISM Services Index,51.6
3/6/14,Challenger Job Cuts YoY,-24.40%
3/6/14,Nonfarm Productivity,1.80%
3/6/14,Unit Labor Costs,-0.10%
3/6/14,Initial Jobless Claims,323
3/6/14,Continuing Claims,2907
3/6/14,Langer Consumer Comfort,-28.5
3/6/14,Factory Orders,-0.70%
3/6/14,Household Change in Net Worth,"$2,954 "
3/7/14,Trade Balance,($39.10)
3/7/14,Change in Nonfarm Payrolls,175
3/7/14,Two-Month Payroll Net Revision,25
3/7/14,Change in Private Payrolls,162
3/7/14,Change in Manufact. Payrolls,6
3/7/14,Unemployment Rate,6.70%
3/7/14,Average Hourly Earnings MoM,0.40%
3/7/14,Average Hourly Earnings YoY,2.20%
3/7/14,Average Weekly Hours All Employees,34.2
3/7/14,Underemployment Rate,12.60%
3/7/14,Labor Force Participation Rate,63.00%
3/7/14,Consumer Credit,$13.70 
3/11/14,NFIB Small Business Optimism,91.4
3/11/14,JOLTS Job Openings,3974
3/11/14,Wholesale Inventories MoM,0.60%
3/11/14,Wholesale Trade Sales MoM,-1.90%
3/12/14,MBA Mortgage Applications,-2.10%
3/13/14,Retail Sales Advance MoM,0.30%
3/13/14,Retail Sales Ex Auto MoM,0.30%
3/13/14,Retail Sales Ex Auto and Gas,0.30%
3/13/14,Retail Sales Control Group,0.30%
3/13/14,Initial Jobless Claims,315
3/13/14,Continuing Claims,2855
3/13/14,Import Price Index MoM,0.90%
3/13/14,Import Price Index YoY,-1.10%
3/13/14,Langer Consumer Comfort,-27.6
3/13/14,Business Inventories,0.40%
3/13/14,Monthly Budget Statement,($193.50)
3/14/14,PPI Final Demand MoM,-0.10%
3/14/14,PPI Final Demand YoY,0.90%
3/14/14,U. of Mich. Sentiment,79.9
3/17/14,Empire Manufacturing,5.6
3/17/14,Industrial Production MoM,0.60%
3/17/14,Capacity Utilization,78.80%
3/17/14,Manufacturing (SIC) Production,0.80%
3/17/14,NAHB Housing Market Index,47
3/18/14,CPI MoM,0.10%
3/18/14,CPI Ex Food and Energy MoM,0.10%
3/18/14,CPI YoY,1.10%
3/18/14,CPI Ex Food and Energy YoY,1.60%
3/18/14,CPI Core Index SA,236.122
3/18/14,CPI Index NSA,234.781
3/18/14,Housing Starts,907
3/18/14,Housing Starts MoM,-0.20%
3/18/14,Building Permits,1018
3/18/14,Net Long-term TIC Flows,$7.30 
3/18/14,Total Net TIC Flows,$83.00 
3/19/14,MBA Mortgage Applications,-1.20%
3/19/14,Current Account Balance,($81.10)
3/19/14,FOMC Rate Decision (Upper Bound),0.25%
3/20/14,Initial Jobless Claims,320
3/20/14,Continuing Claims,2889
3/20/14,Langer Consumer Comfort,-29
3/20/14,Philadelphia Fed Business Outlook,9
3/20/14,Existing Home Sales,4.6
3/20/14,Existing Home Sales MoM,-0.40%
3/20/14,Leading Index,0.50%
3/24/14,Chicago Fed Nat Activity Index,0.14
3/25/14,FHFA House Price Index MoM,0.50%
3/25/14,Conf. Board Consumer Confidence,82.3
3/25/14,Richmond Fed Manufact. Index,-7
3/25/14,New Home Sales,440
3/25/14,New Home Sales MoM,-3.30%
3/26/14,MBA Mortgage Applications,-3.50%
3/26/14,Durable Goods Orders,2.20%
3/26/14,Durables Ex Transportation,0.20%
3/26/14,Cap Goods Orders Nondef Ex Air,-1.30%
3/26/14,Cap Goods Ship Nondef Ex Air,0.50%
3/27/14,GDP Annualized QoQ,2.60%
3/27/14,Personal Consumption,3.30%
3/27/14,GDP Price Index,1.60%
3/27/14,Core PCE QoQ,1.30%
3/27/14,Initial Jobless Claims,311
3/27/14,Continuing Claims,2823
3/27/14,Langer Consumer Comfort,-31.5
3/27/14,Pending Home Sales MoM,-0.80%
3/27/14,Pending Home Sales NSA YoY,-10.20%
3/27/14,Kansas City Fed Manf. Activity,10
3/28/14,Personal Income,0.30%
3/28/14,Personal Spending,0.30%
3/28/14,PCE Deflator MoM,0.10%
3/28/14,PCE Deflator YoY,0.90%
3/28/14,PCE Core Deflator MoM,0.10%
3/28/14,PCE Core Deflator YoY,1.10%
3/28/14,U. of Mich. Sentiment,80
3/31/14,MNI Chicago PMI,55.9
3/31/14,Dallas Fed Manf. Activity,4.9
4/1/14,ISM Manufacturing,53.7
4/1/14,ISM Prices Paid,59
4/1/14,Construction Spending MoM,0.10%
4/1/14,Wards Total Vehicle Sales,16.33
4/2/14,MBA Mortgage Applications,-1.20%
4/2/14,ADP Employment Change,191
4/2/14,Factory Orders,1.60%
4/3/14,Challenger Job Cuts YoY,-30.20%
4/3/14,Trade Balance,($42.30)
4/3/14,Initial Jobless Claims,326
4/3/14,Continuing Claims,2836
4/3/14,Langer Consumer Comfort,-30
4/3/14,ISM Services Index,53.1
4/4/14,Change in Nonfarm Payrolls,192
4/4/14,Two-Month Payroll Net Revision,37
4/4/14,Change in Private Payrolls,192
4/4/14,Change in Manufact. Payrolls,-1
4/4/14,Unemployment Rate,6.70%
4/4/14,Average Hourly Earnings MoM,0.00%
4/4/14,Average Hourly Earnings YoY,2.10%
4/4/14,Average Weekly Hours All Employees,34.5
4/4/14,Underemployment Rate,12.70%
4/4/14,Labor Force Participation Rate,63.20%
4/7/14,Consumer Credit,$16.49 
4/8/14,NFIB Small Business Optimism,93.4
4/8/14,JOLTS Job Openings,4173
4/9/14,MBA Mortgage Applications,-1.60%
4/9/14,Wholesale Inventories MoM,0.50%
4/9/14,Wholesale Trade Sales MoM,0.70%
4/9/14,FOMC Meeting Minutes,--
4/10/14,Initial Jobless Claims,300
4/10/14,Continuing Claims,2776
4/10/14,Import Price Index MoM,0.60%
4/10/14,Import Price Index YoY,-0.60%
4/10/14,Langer Consumer Comfort,-31.9
4/10/14,Monthly Budget Statement,($36.90)
4/11/14,PPI Final Demand MoM,0.50%
4/11/14,PPI Final Demand YoY,1.40%
4/11/14,U. of Mich. Sentiment,82.6
4/14/14,Retail Sales Advance MoM,1.10%
4/14/14,Retail Sales Ex Auto MoM,0.70%
4/14/14,Retail Sales Ex Auto and Gas,1.00%
4/14/14,Retail Sales Control Group,0.80%
4/14/14,Business Inventories,0.40%
4/15/14,Empire Manufacturing,1.3
4/15/14,CPI MoM,0.20%
4/15/14,CPI Ex Food and Energy MoM,0.20%
4/15/14,CPI YoY,1.50%
4/15/14,CPI Ex Food and Energy YoY,1.70%
4/15/14,CPI Core Index SA,236.604
4/15/14,CPI Index NSA,236.293
4/15/14,Net Long-term TIC Flows,$85.70 
4/15/14,Total Net TIC Flows,$167.70 
4/15/14,NAHB Housing Market Index,47
4/16/14,MBA Mortgage Applications,4.30%
4/16/14,Housing Starts,946
4/16/14,Housing Starts MoM,2.80%
4/16/14,Building Permits,990
4/16/14,Industrial Production MoM,0.70%
4/16/14,Capacity Utilization,79.20%
4/16/14,Manufacturing (SIC) Production,0.50%
4/17/14,Initial Jobless Claims,304
4/17/14,Continuing Claims,2739
4/17/14,Langer Consumer Comfort,-29.1
4/17/14,Philadelphia Fed Business Outlook,16.6
4/21/14,Chicago Fed Nat Activity Index,0.2
4/21/14,Leading Index,0.80%
4/22/14,FHFA House Price Index MoM,0.60%
4/22/14,Richmond Fed Manufact. Index,7
4/22/14,Existing Home Sales,4.59
4/22/14,Existing Home Sales MoM,-0.20%
4/23/14,MBA Mortgage Applications,-3.30%
4/23/14,New Home Sales,384
4/23/14,New Home Sales MoM,-14.50%
4/24/14,Durable Goods Orders,2.60%
4/24/14,Durables Ex Transportation,2.00%
4/24/14,Cap Goods Orders Nondef Ex Air,2.20%
4/24/14,Cap Goods Ship Nondef Ex Air,1.00%
4/24/14,Initial Jobless Claims,329
4/24/14,Continuing Claims,2680
4/24/14,Langer Consumer Comfort,-25.4
4/24/14,Kansas City Fed Manf. Activity,7
4/25/14,U. of Mich. Sentiment,84.1
4/28/14,Pending Home Sales MoM,3.40%
4/28/14,Pending Home Sales NSA YoY,-7.40%
4/28/14,Dallas Fed Manf. Activity,11.7
4/29/14,Conf. Board Consumer Confidence,82.3
4/30/14,MBA Mortgage Applications,-5.90%
4/30/14,ADP Employment Change,220
4/30/14,Employment Cost Index,0.30%
4/30/14,GDP Annualized QoQ,0.10%
4/30/14,Personal Consumption,3.00%
4/30/14,GDP Price Index,1.30%
4/30/14,Core PCE QoQ,1.30%
4/30/14,MNI Chicago PMI,63
4/30/14,FOMC Rate Decision (Upper Bound),0.25%
5/1/14,Challenger Job Cuts YoY,5.70%
5/1/14,Initial Jobless Claims,344
5/1/14,Continuing Claims,2771
5/1/14,Personal Income,0.50%
5/1/14,Personal Spending,0.90%
5/1/14,PCE Deflator MoM,0.20%
5/1/14,PCE Deflator YoY,1.10%
5/1/14,PCE Core Deflator MoM,0.20%
5/1/14,PCE Core Deflator YoY,1.20%
5/1/14,Langer Consumer Comfort,37.9
5/1/14,ISM Manufacturing,54.9
5/1/14,ISM Prices Paid,56.5
5/1/14,Construction Spending MoM,0.20%
5/1/14,Wards Total Vehicle Sales,15.98
5/2/14,Change in Nonfarm Payrolls,288
5/2/14,Two-Month Payroll Net Revision,36
5/2/14,Change in Private Payrolls,273
5/2/14,Change in Manufact. Payrolls,12
5/2/14,Unemployment Rate,6.30%
5/2/14,Average Hourly Earnings MoM,0.00%
5/2/14,Average Hourly Earnings YoY,1.90%
5/2/14,Average Weekly Hours All Employees,34.5
5/2/14,Underemployment Rate,12.30%
5/2/14,Labor Force Participation Rate,62.80%
5/2/14,Factory Orders,1.10%
5/5/14,ISM Services Index,55.2
5/6/14,Trade Balance,($40.40)
5/7/14,MBA Mortgage Applications,5.30%
5/7/14,Nonfarm Productivity,-1.70%
5/7/14,Unit Labor Costs,4.20%
5/7/14,Consumer Credit,$17.53 
5/8/14,Initial Jobless Claims,319
5/8/14,Continuing Claims,2685
5/8/14,Langer Consumer Comfort,37.1
5/9/14,JOLTS Job Openings,4014
5/9/14,Wholesale Inventories MoM,1.10%
5/9/14,Wholesale Trade Sales MoM,1.40%
5/12/14,Monthly Budget Statement,$106.90 
5/13/14,NFIB Small Business Optimism,95.2
5/13/14,Retail Sales Advance MoM,0.10%
5/13/14,Retail Sales Ex Auto MoM,0.00%
5/13/14,Retail Sales Ex Auto and Gas,-0.10%
5/13/14,Retail Sales Control Group,-0.10%
5/13/14,Import Price Index MoM,-0.40%
5/13/14,Import Price Index YoY,-0.30%
5/13/14,Business Inventories,0.40%
5/14/14,MBA Mortgage Applications,3.60%
5/14/14,PPI Final Demand MoM,0.60%
5/14/14,PPI Final Demand YoY,2.10%
5/15/14,Empire Manufacturing,19
5/15/14,CPI MoM,0.30%
5/15/14,CPI Ex Food and Energy MoM,0.20%
5/15/14,CPI YoY,2.00%
5/15/14,CPI Ex Food and Energy YoY,1.80%
5/15/14,CPI Core Index SA,237.163
5/15/14,CPI Index NSA,237.072
5/15/14,Initial Jobless Claims,297
5/15/14,Continuing Claims,2667
5/15/14,Net Long-term TIC Flows,$4.00 
5/15/14,Total Net TIC Flows,($126.10)
5/15/14,Industrial Production MoM,-0.60%
5/15/14,Capacity Utilization,78.60%
5/15/14,Manufacturing (SIC) Production,-0.40%
5/15/14,Langer Consumer Comfort,34.9
5/15/14,Philadelphia Fed Business Outlook,15.4
5/15/14,Mortgage Delinquencies,6.11%
5/15/14,MBA Mortgage Foreclosures,2.65%
5/15/14,NAHB Housing Market Index,45
5/16/14,Housing Starts,1072
5/16/14,Housing Starts MoM,13.20%
5/16/14,Building Permits,1080
5/16/14,U. of Mich. Sentiment,81.8
5/21/14,MBA Mortgage Applications,0.90%
5/21/14,FOMC Meeting Minutes,--
5/22/14,Chicago Fed Nat Activity Index,-0.32
5/22/14,Initial Jobless Claims,326
5/22/14,Continuing Claims,2653
5/22/14,Langer Consumer Comfort,34.1
5/22/14,Existing Home Sales,4.65
5/22/14,Existing Home Sales MoM,1.30%
5/22/14,Leading Index,0.40%
5/22/14,Kansas City Fed Manf. Activity,10
5/23/14,New Home Sales,433
5/23/14,New Home Sales MoM,6.40%
5/27/14,Durable Goods Orders,0.80%
5/27/14,Durables Ex Transportation,0.10%
5/27/14,Cap Goods Orders Nondef Ex Air,-1.20%
5/27/14,Cap Goods Ship Nondef Ex Air,-0.40%
5/27/14,FHFA House Price Index MoM,0.70%
5/27/14,House Price Purchase Index QoQ,1.30%
5/27/14,Conf. Board Consumer Confidence,83
5/27/14,Richmond Fed Manufact. Index,7
5/27/14,Dallas Fed Manf. Activity,8
5/28/14,MBA Mortgage Applications,-1.20%
5/29/14,GDP Annualized QoQ,-1.00%
5/29/14,Personal Consumption,3.10%
5/29/14,GDP Price Index,1.30%
5/29/14,Core PCE QoQ,1.20%
5/29/14,Initial Jobless Claims,300
5/29/14,Continuing Claims,2631
5/29/14,Langer Consumer Comfort,33.3
5/29/14,Pending Home Sales MoM,0.40%
5/29/14,Pending Home Sales NSA YoY,-9.40%
5/30/14,Personal Income,0.30%
5/30/14,Personal Spending,-0.10%
5/30/14,PCE Deflator MoM,0.20%
5/30/14,PCE Deflator YoY,1.60%
5/30/14,PCE Core Deflator MoM,0.20%
5/30/14,PCE Core Deflator YoY,1.40%
5/30/14,MNI Chicago PMI,65.5
5/30/14,U. of Mich. Sentiment,81.9
6/2/14,ISM Manufacturing,55.4
6/2/14,ISM Prices Paid,60
6/2/14,Construction Spending MoM,0.20%
6/3/14,Factory Orders,0.70%
6/3/14,Wards Total Vehicle Sales,16.7
6/4/14,MBA Mortgage Applications,-3.10%
6/4/14,ADP Employment Change,179
6/4/14,Trade Balance,($47.20)
6/4/14,Nonfarm Productivity,-3.20%
6/4/14,Unit Labor Costs,5.70%
6/4/14,ISM Services Index,56.3
6/5/14,Challenger Job Cuts YoY,45.50%
6/5/14,Initial Jobless Claims,312
6/5/14,Continuing Claims,2603
6/5/14,Langer Consumer Comfort,35.1
6/5/14,Household Change in Net Worth,"$1,490 "
6/6/14,Change in Nonfarm Payrolls,217
6/6/14,Two-Month Payroll Net Revision,-6
6/6/14,Change in Private Payrolls,216
6/6/14,Change in Manufact. Payrolls,10
6/6/14,Unemployment Rate,6.30%
6/6/14,Average Hourly Earnings MoM,0.20%
6/6/14,Average Hourly Earnings YoY,2.10%
6/6/14,Average Weekly Hours All Employees,34.5
6/6/14,Underemployment Rate,12.20%
6/6/14,Labor Force Participation Rate,62.80%
6/6/14,Consumer Credit,$26.85 
6/10/14,NFIB Small Business Optimism,96.6
6/10/14,JOLTS Job Openings,4455
6/10/14,Wholesale Inventories MoM,1.10%
6/10/14,Wholesale Trade Sales MoM,1.30%
6/11/14,MBA Mortgage Applications,10.30%
6/11/14,Monthly Budget Statement,($130.00)
6/12/14,Retail Sales Advance MoM,0.30%
6/12/14,Retail Sales Ex Auto MoM,0.10%
6/12/14,Retail Sales Ex Auto and Gas,0.00%
6/12/14,Retail Sales Control Group,0.00%
6/12/14,Import Price Index MoM,0.10%
6/12/14,Import Price Index YoY,0.40%
6/12/14,Initial Jobless Claims,317
6/12/14,Continuing Claims,2614
6/12/14,Langer Consumer Comfort,35.5
6/12/14,Business Inventories,0.60%
6/13/14,PPI Final Demand MoM,-0.20%
6/13/14,PPI Final Demand YoY,2.00%
6/13/14,U. of Mich. Sentiment,81.2
6/16/14,Empire Manufacturing,19.3
6/16/14,Net Long-term TIC Flows,($24.20)
6/16/14,Total Net TIC Flows,$136.80 
6/16/14,Industrial Production MoM,0.60%
6/16/14,Capacity Utilization,79.10%
6/16/14,Manufacturing (SIC) Production,0.60%
6/16/14,NAHB Housing Market Index,49
6/17/14,CPI MoM,0.40%
6/17/14,CPI Ex Food and Energy MoM,0.30%
6/17/14,CPI YoY,2.10%
6/17/14,CPI Ex Food and Energy YoY,2.00%
6/17/14,CPI Core Index SA,237.776
6/17/14,CPI Index NSA,237.9
6/17/14,Housing Starts,1001
6/17/14,Housing Starts MoM,-6.50%
6/17/14,Building Permits,991
6/18/14,MBA Mortgage Applications,-9.20%
6/18/14,Current Account Balance,($111.20)
6/18/14,FOMC Rate Decision (Upper Bound),0.25%
6/19/14,Initial Jobless Claims,312
6/19/14,Continuing Claims,2561
6/19/14,Langer Consumer Comfort,37.1
6/19/14,Philadelphia Fed Business Outlook,17.8
6/19/14,Leading Index,0.50%
6/23/14,Chicago Fed Nat Activity Index,0.21
6/23/14,Existing Home Sales,4.89
6/23/14,Existing Home Sales MoM,4.90%
6/24/14,FHFA House Price Index MoM,0.00%
6/24/14,Conf. Board Consumer Confidence,85.2
6/24/14,Richmond Fed Manufact. Index,3
6/24/14,New Home Sales,504
6/24/14,New Home Sales MoM,18.60%
6/25/14,MBA Mortgage Applications,-1.00%
6/25/14,GDP Annualized QoQ,-2.90%
6/25/14,Personal Consumption,1.00%
6/25/14,GDP Price Index,1.30%
6/25/14,Core PCE QoQ,1.20%
6/25/14,Durable Goods Orders,-1.00%
6/25/14,Durables Ex Transportation,-0.10%
6/25/14,Cap Goods Ship Nondef Ex Air,0.40%
6/25/14,Cap Goods Orders Nondef Ex Air,0.70%
6/26/14,Initial Jobless Claims,312
6/26/14,Continuing Claims,2571
6/26/14,Personal Income,0.40%
6/26/14,Personal Spending,0.20%
6/26/14,PCE Deflator MoM,0.20%
6/26/14,PCE Deflator YoY,1.80%
6/26/14,PCE Core Deflator MoM,0.20%
6/26/14,PCE Core Deflator YoY,1.50%
6/26/14,Langer Consumer Comfort,37.1
6/26/14,Kansas City Fed Manf. Activity,6
6/27/14,U. of Mich. Sentiment,82.5
6/30/14,MNI Chicago PMI,62.6
6/30/14,Pending Home Sales MoM,6.10%
6/30/14,Pending Home Sales NSA YoY,-6.90%
6/30/14,Dallas Fed Manf. Activity,11.4
7/1/14,ISM Manufacturing,55.3
7/1/14,ISM Prices Paid,58
7/1/14,Construction Spending MoM,0.10%
7/1/14,Wards Total Vehicle Sales,16.92
7/2/14,MBA Mortgage Applications,-0.20%
7/2/14,ADP Employment Change,281
7/2/14,Factory Orders,-0.50%
7/3/14,Challenger Job Cuts YoY,-20.20%
7/3/14,Trade Balance,($44.40)
7/3/14,Change in Nonfarm Payrolls,288
7/3/14,Two-Month Payroll Net Revision,29
7/3/14,Change in Private Payrolls,262
7/3/14,Change in Manufact. Payrolls,16
7/3/14,Unemployment Rate,6.10%
7/3/14,Average Hourly Earnings MoM,0.20%
7/3/14,Average Hourly Earnings YoY,2.00%
7/3/14,Initial Jobless Claims,315
7/3/14,Average Weekly Hours All Employees,34.5
7/3/14,Continuing Claims,2579
7/3/14,Underemployment Rate,12.10%
7/3/14,Labor Force Participation Rate,62.80%
7/3/14,Langer Consumer Comfort,36.4
7/3/14,ISM Services Index,56
7/8/14,NFIB Small Business Optimism,95
7/8/14,JOLTS Job Openings,4635
7/8/14,Consumer Credit,$19.60 
7/9/14,MBA Mortgage Applications,1.90%
7/9/14,FOMC Meeting Minutes,--
7/10/14,Initial Jobless Claims,304
7/10/14,Continuing Claims,2584
7/10/14,Langer Consumer Comfort,37.6
7/10/14,Wholesale Inventories MoM,0.50%
7/10/14,Wholesale Trade Sales MoM,0.70%
7/11/14,Monthly Budget Statement,$70.50 
7/15/14,Empire Manufacturing,25.6
7/15/14,Retail Sales Advance MoM,0.20%
7/15/14,Retail Sales Ex Auto MoM,0.40%
7/15/14,Retail Sales Ex Auto and Gas,0.40%
7/15/14,Retail Sales Control Group,0.60%
7/15/14,Import Price Index MoM,0.10%
7/15/14,Import Price Index YoY,1.20%
7/15/14,Business Inventories,0.50%
7/16/14,MBA Mortgage Applications,-3.60%
7/16/14,PPI Final Demand MoM,0.40%
7/16/14,PPI Final Demand YoY,1.90%
7/16/14,Net Long-term TIC Flows,$19.40 
7/16/14,Total Net TIC Flows,$35.50 
7/16/14,Industrial Production MoM,0.20%
7/16/14,Capacity Utilization,79.10%
7/16/14,Manufacturing (SIC) Production,0.10%
7/16/14,NAHB Housing Market Index,53
7/17/14,Housing Starts,893
7/17/14,Housing Starts MoM,-9.30%
7/17/14,Building Permits,963
7/17/14,Initial Jobless Claims,302
7/17/14,Continuing Claims,2507
7/17/14,Langer Consumer Comfort,37.5
7/17/14,Philadelphia Fed Business Outlook,23.9
7/18/14,U. of Mich. Sentiment,81.3
7/18/14,Leading Index,0.30%
7/21/14,Chicago Fed Nat Activity Index,0.12
7/22/14,CPI MoM,0.30%
7/22/14,CPI Ex Food and Energy MoM,0.10%
7/22/14,CPI YoY,2.10%
7/22/14,CPI Ex Food and Energy YoY,1.90%
7/22/14,CPI Core Index SA,238.083
7/22/14,CPI Index NSA,238.343
7/22/14,FHFA House Price Index MoM,0.40%
7/22/14,Richmond Fed Manufact. Index,7
7/22/14,Existing Home Sales,5.04
7/22/14,Existing Home Sales MoM,2.60%
7/23/14,MBA Mortgage Applications,2.40%
7/24/14,Initial Jobless Claims,284
7/24/14,Continuing Claims,2500
7/24/14,Langer Consumer Comfort,37.6
7/24/14,New Home Sales,406
7/24/14,New Home Sales MoM,-8.10%
7/24/14,Kansas City Fed Manf. Activity,9
7/25/14,Durable Goods Orders,0.70%
7/25/14,Durables Ex Transportation,0.80%
7/25/14,Cap Goods Ship Nondef Ex Air,-1.00%
7/25/14,Cap Goods Orders Nondef Ex Air,1.40%
7/28/14,Pending Home Sales MoM,-1.10%
7/28/14,Pending Home Sales NSA YoY,-4.50%
7/28/14,Dallas Fed Manf. Activity,12.7
7/29/14,Conf. Board Consumer Confidence,90.9
7/30/14,MBA Mortgage Applications,-2.20%
7/30/14,ADP Employment Change,218
7/30/14,GDP Annualized QoQ,4.00%
7/30/14,Personal Consumption,2.50%
7/30/14,GDP Price Index,2.00%
7/30/14,Core PCE QoQ,2.00%
7/30/14,FOMC Rate Decision (Upper Bound),0.25%
7/31/14,Challenger Job Cuts YoY,24.40%
7/31/14,Employment Cost Index,0.70%
7/31/14,Initial Jobless Claims,302
7/31/14,Continuing Claims,2539
7/31/14,MNI Chicago PMI,52.6
7/31/14,Langer Consumer Comfort,36.3
8/1/14,Change in Nonfarm Payrolls,209
8/1/14,Two-Month Payroll Net Revision,15
8/1/14,Change in Private Payrolls,198
8/1/14,Change in Manufact. Payrolls,28
8/1/14,Unemployment Rate,6.20%
8/1/14,Underemployment Rate,12.20%
8/1/14,Average Hourly Earnings MoM,0.00%
8/1/14,Average Hourly Earnings YoY,2.00%
8/1/14,Average Weekly Hours All Employees,34.5
8/1/14,Labor Force Participation Rate,62.90%
8/1/14,Personal Income,0.40%
8/1/14,Personal Spending,0.40%
8/1/14,PCE Deflator MoM,0.20%
8/1/14,PCE Deflator YoY,1.60%
8/1/14,PCE Core Deflator MoM,0.10%
8/1/14,PCE Core Deflator YoY,1.50%
8/1/14,U. of Mich. Sentiment,81.8
8/1/14,ISM Manufacturing,57.1
8/1/14,ISM Prices Paid,59.5
8/1/14,Construction Spending MoM,-1.80%
8/1/14,Wards Total Vehicle Sales,16.4
8/5/14,ISM Services Index,58.7
8/5/14,Factory Orders,1.10%
8/6/14,MBA Mortgage Applications,1.60%
8/6/14,Trade Balance,($41.50)
8/7/14,Initial Jobless Claims,289
8/7/14,Continuing Claims,2518
8/7/14,Langer Consumer Comfort,36.2
8/7/14,Mortgage Delinquencies,6.04%
8/7/14,MBA Mortgage Foreclosures,2.49%
8/7/14,Consumer Credit,$17.26 
8/8/14,Nonfarm Productivity,2.50%
8/8/14,Unit Labor Costs,0.60%
8/8/14,Wholesale Inventories MoM,0.30%
8/8/14,Wholesale Trade Sales MoM,0.20%
8/12/14,NFIB Small Business Optimism,95.7
8/12/14,JOLTS Job Openings,4671
8/12/14,Monthly Budget Statement,($94.60)
8/13/14,MBA Mortgage Applications,-2.70%
8/13/14,Retail Sales Advance MoM,0.00%
8/13/14,Retail Sales Ex Auto MoM,0.10%
8/13/14,Retail Sales Ex Auto and Gas,0.10%
8/13/14,Retail Sales Control Group,0.10%
8/13/14,Business Inventories,0.40%
8/14/14,Initial Jobless Claims,311
8/14/14,Continuing Claims,2544
8/14/14,Import Price Index MoM,-0.20%
8/14/14,Import Price Index YoY,0.80%
8/14/14,Langer Consumer Comfort,36.8
8/15/14,Empire Manufacturing,14.7
8/15/14,PPI Final Demand MoM,0.10%
8/15/14,PPI Final Demand YoY,1.70%
8/15/14,Net Long-term TIC Flows,($18.70)
8/15/14,Total Net TIC Flows,($153.50)
8/15/14,Industrial Production MoM,0.40%
8/15/14,Capacity Utilization,79.20%
8/15/14,Manufacturing (SIC) Production,1.00%
8/15/14,U. of Mich. Sentiment,79.2
8/18/14,NAHB Housing Market Index,55
8/19/14,CPI MoM,0.10%
8/19/14,CPI Ex Food and Energy MoM,0.10%
8/19/14,CPI YoY,2.00%
8/19/14,CPI Ex Food and Energy YoY,1.90%
8/19/14,CPI Core Index SA,238.311
8/19/14,CPI Index NSA,238.25
8/19/14,Housing Starts,1093
8/19/14,Housing Starts MoM,15.70%
8/19/14,Building Permits,1052
8/20/14,MBA Mortgage Applications,1.40%
8/20/14,FOMC Meeting Minutes,--
8/21/14,Initial Jobless Claims,298
8/21/14,Continuing Claims,2500
8/21/14,Langer Consumer Comfort,36.6
8/21/14,Philadelphia Fed Business Outlook,28
8/21/14,Existing Home Sales,5.15
8/21/14,Existing Home Sales MoM,2.40%
8/21/14,Leading Index,0.90%
8/25/14,Chicago Fed Nat Activity Index,0.39
8/25/14,New Home Sales,412
8/25/14,New Home Sales MoM,-2.40%
8/25/14,Dallas Fed Manf. Activity,7.1
8/26/14,Durable Goods Orders,22.60%
8/26/14,Durables Ex Transportation,-0.80%
8/26/14,Cap Goods Ship Nondef Ex Air,1.50%
8/26/14,Cap Goods Orders Nondef Ex Air,-0.50%
8/26/14,FHFA House Price Index MoM,0.40%
8/26/14,House Price Purchase Index QoQ,0.80%
8/26/14,Conf. Board Consumer Confidence,92.4
8/26/14,Richmond Fed Manufact. Index,12
8/27/14,MBA Mortgage Applications,2.80%
8/28/14,Initial Jobless Claims,298
8/28/14,Continuing Claims,2527
8/28/14,GDP Annualized QoQ,4.20%
8/28/14,Personal Consumption,2.50%
8/28/14,GDP Price Index,2.10%
8/28/14,Core PCE QoQ,2.00%
8/28/14,Langer Consumer Comfort,37.3
8/28/14,Pending Home Sales MoM,3.30%
8/28/14,Pending Home Sales NSA YoY,-2.70%
8/28/14,Kansas City Fed Manf. Activity,3
8/29/14,Personal Income,0.20%
8/29/14,Personal Spending,-0.10%
8/29/14,PCE Deflator MoM,0.10%
8/29/14,PCE Deflator YoY,1.60%
8/29/14,PCE Core Deflator MoM,0.10%
8/29/14,PCE Core Deflator YoY,1.50%
8/29/14,MNI Chicago PMI,64.3
8/29/14,U. of Mich. Sentiment,82.5
9/2/14,ISM Manufacturing,59
9/2/14,ISM Prices Paid,58
9/2/14,Construction Spending MoM,1.80%
9/3/14,MBA Mortgage Applications,0.20%
9/3/14,Factory Orders,10.50%
9/3/14,Wards Total Vehicle Sales,17.45
9/4/14,Challenger Job Cuts YoY,-20.70%
9/4/14,ADP Employment Change,204
9/4/14,Trade Balance,($40.50)
9/4/14,Initial Jobless Claims,302
9/4/14,Continuing Claims,2464
9/4/14,Nonfarm Productivity,2.30%
9/4/14,Unit Labor Costs,-0.10%
9/4/14,Langer Consumer Comfort,37.7
9/4/14,ISM Services Index,59.6
9/5/14,Change in Nonfarm Payrolls,142
9/5/14,Two-Month Payroll Net Revision,-28
